,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2390,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87
2391,Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
2392,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87
2393,ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.87
2394,Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87
2395,Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87
2396,Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87
2397,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
2398,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.8699999999999999
2399,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.8699999999999999
2400,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.8699999999999999
2401,Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.8699999999999999
2402,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.8600000000000001
2403,The Legendary Starfy,DS,2008,Platform,Nintendo,0.61,0.0,0.2,0.05,0.8600000000000001
2404,MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.8600000000000001
2405,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.8600000000000001
2406,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.8600000000000001
2407,Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.8600000000000001
2408,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.8600000000000001
2409,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
2410,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86
2411,Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86
2412,Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86
2413,Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
2414,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.86
2415,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86
2416,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
2417,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
2418,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
2419,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.8599999999999999
2420,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.8500000000000001
2421,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.8500000000000001
2422,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.8500000000000001
2423,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.8500000000000001
2424,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.8500000000000001
2425,Far Cry: Primal,XOne,2016,Action,Ubisoft,0.46,0.32,0.0,0.07,0.8500000000000001
2426,Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.8500000000000001
2427,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.8500000000000001
2428,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.8500000000000001
2429,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.8500000000000001
2430,Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.85
2431,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85
2432,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85
2433,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.85
2434,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85
2435,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85
2436,Overwatch,XOne,2016,Shooter,Activision,0.52,0.25,0.0,0.08,0.85
2437,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85
2438,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2439,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85
2440,Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.8400000000000001
2441,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.8400000000000001
2442,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.8400000000000001
2443,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.8400000000000001
2444,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.8400000000000001
2445,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.8400000000000001
2446,Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.8400000000000001
2447,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.8400000000000001
2448,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.8400000000000001
2449,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,0.8400000000000001
2450,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.8400000000000001
2451,Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.8400000000000001
2452,FIFA 15,PSV,2014,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.8400000000000001
2453,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.8400000000000001
2454,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.0,0.05,0.8400000000000001
2455,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.8400000000000001
2456,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.8400000000000001
2457,Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,0.8400000000000001
2458,Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.8400000000000001
2459,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.8400000000000001
2460,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.8400000000000001
2461,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.84
2462,Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84
2463,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84
2464,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.0,0.11,0.84
2465,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.84
2466,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84
2467,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
2468,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84
2469,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
2470,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.07,0.8300000000000001
2471,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.8300000000000001
2472,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.8300000000000001
2473,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.33,0.34,0.09,0.07,0.8300000000000001
2474,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.8300000000000001
2475,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.8300000000000001
2476,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0.0,0.02,0.8300000000000001
2477,The Price is Right,Wii,2008,Misc,Ubisoft,0.77,0.0,0.0,0.06,0.8300000000000001
2478,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.0,0.05,0.8300000000000001
2479,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
2480,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.83
2481,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
2482,Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,0.0,0.0,0.83,0.0,0.83
2483,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.83
2484,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.83
2485,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.0,0.0,0.74,0.83
2486,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.83
2487,Madden NFL 17,XOne,2016,Sports,Electronic Arts,0.72,0.02,0.0,0.09,0.83
2488,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.83
2489,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83
2490,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.8200000000000002
2491,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.73,0.03,0.0,0.06,0.8200000000000001
2492,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.8200000000000001
2493,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0.0,0.07,0.8200000000000001
2494,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.8200000000000001
2495,Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0.0,0.01,0.8200000000000001
2496,The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.0,0.05,0.8200000000000001
2497,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.77,0.0,0.0,0.05,0.8200000000000001
2498,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.8200000000000001
2499,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.8200000000000001
2500,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.0,0.06,0.8200000000000001
2501,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.8200000000000001
2502,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0.0,0.05,0.8200000000000001
2503,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.8200000000000001
2504,Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.8200000000000001
2505,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.8200000000000001
2506,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.47,0.28,0.0,0.07,0.8200000000000001
2507,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82
2508,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82
2509,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.35,0.0,0.14,0.82
2510,Street Fighter V,PS4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82
2511,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.44,0.3,0.0,0.08,0.82
2512,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.4,0.0,0.13,0.82
2513,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.37,0.0,0.14,0.82
2514,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.82
2515,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82
2516,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.82
2517,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
2518,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.05,0.81
2519,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.0,0.0,0.81,0.0,0.81
2520,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81
2521,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2522,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2523,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
2524,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0.0,0.0,0.81,0.0,0.81
2525,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81
2526,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
2527,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81
2528,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0.0,0.01,0.81
2529,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.81
2530,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81
2531,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.07,0.81
2532,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.0,0.02,0.81
2533,EarthBound,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2534,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.0,0.01,0.81
2535,Dying Light,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81
2536,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.4,0.31,0.0,0.1,0.8099999999999999
2537,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.4,0.31,0.0,0.1,0.8099999999999999
2538,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0.0,0.13,0.8099999999999999
2539,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0.0,0.09,0.8099999999999999
2540,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.8099999999999999
2541,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0.0,0.13,0.8099999999999999
2542,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.8099999999999999
2543,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.8
2544,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8
2545,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8
2546,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8
2547,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8
2548,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.0,0.07,0.8
2549,Darksiders II,X360,2012,Action,THQ,0.45,0.28,0.0,0.07,0.8
2550,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0.0,0.05,0.8
2551,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.0,0.8
2552,[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0.0,0.07,0.8
2553,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8
2554,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
2555,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,0.8
2556,Super Robot Taisen α,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8
2557,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8
2558,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.8
2559,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8
2560,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0.0,0.07,0.8
2561,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8
2562,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8
2563,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.8
2564,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0.0,0.07,0.8
2565,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0.0,0.07,0.8
2566,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8
2567,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8
2568,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.0,0.0,0.8,0.0,0.8
2569,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0.0,0.07,0.8
2570,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8
2571,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.7999999999999999
2572,Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0.0,0.13,0.7999999999999999
2573,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.7999999999999999
2574,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.7999999999999999
2575,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.7999999999999999
2576,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.7999999999999999
2577,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.7999999999999999
2578,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.7999999999999999
2579,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0.0,0.07,0.79
2580,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
2581,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79
2582,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.79
2583,FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79
2584,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2585,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2586,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.0,0.0,0.18,0.79
2587,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.54,0.19,0.0,0.06,0.79
2588,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2589,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79
2590,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79
2591,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.79
2592,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79
2593,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.79
2594,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2595,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.79
2596,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.79
2597,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.79
2598,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.79
2599,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79
2600,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79
2601,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05,0.79
2602,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79
2603,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79
2604,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2605,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0.0,0.01,0.79
2606,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79
2607,Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0.0,0.06,0.79
2608,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0.0,0.01,0.79
2609,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79
2610,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.7899999999999999
2611,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.7899999999999999
2612,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.7899999999999999
2613,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78
2614,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.0,0.01,0.78
2615,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78
2616,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.22,0.32,0.17,0.07,0.78
2617,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2618,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78
2619,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
2620,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78
2621,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78
2622,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
2623,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78
2624,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2625,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
2626,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78
2627,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78
2628,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0.0,0.01,0.78
2629,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78
2630,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.0,0.0,0.78,0.0,0.78
2631,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78
2632,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.01,0.77,0.0,0.0,0.78
2633,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78
2634,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.78
2635,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.78
2636,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.24,0.78
2637,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.19,0.0,0.06,0.78
2638,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.7799999999999999
